nombre,domicilio,localidad,departamento,provincia,cp,longitud,latitud
BOCA,SARMIENTO 498,CARRERAS,GENERAL LÓPEZ,SANTA FE,2729,-61.30699641,-33.59765168
HOSPITAL SAN CARLOS,9 DE JULIO 2351,CASILDA,CASEROS,SANTA FE,2170,-61.15744866,-33.03641695
AUGUSTO,BUENOS AIRES 1830,CASILDA,CASEROS,SANTA FE,2170,-61.16314536,-33.04268047
CARDOZO,BUENOS AIRES 2768,CASILDA,CASEROS,SANTA FE,2170,-61.17296293,-33.0480994
LA ROSA,BUENOS AIRES 2184,CASILDA,CASEROS,SANTA FE,2170,-61.16695802,-33.04478459
MARONI,BUENOS AIRES 3335,CASILDA,CASEROS,SANTA FE,2170,-61.17885026,-33.05130462
BLANCO,BUENOS AIRES  2430,CASILDA,CASEROS,SANTA FE,2170,-61.16947074,-33.04618014
MILAN,BV. VILLADA 2041,CASILDA,CASEROS,SANTA FE,2170,-61.16957921,-33.03871315
VILLADA,BV. VILLADA 2334,CASILDA,CASEROS,SANTA FE,2170,-61.1725662,-33.04034464
FARMACIA BALEANI,DANTE ALIGHIERI 2202,CASILDA,CASEROS,SANTA FE,2170,-61.16580583,-33.04664518
GAIDO,DANTE ALIGHIERI 1701,CASILDA,CASEROS,SANTA FE,2170,-61.16042549,-33.04376076
CAMPANINI,ECHEVERRIA  2564,CASILDA,CASEROS,SANTA FE,2170,-61.1779857,-33.03772468
FUEYO,ESPAÑA 2199,CASILDA,CASEROS,SANTA FE,2170,-61.16882361,-33.04454172
CASILDA,FRAY LUIS BELTRAN 2401,CASILDA,CASEROS,SANTA FE,2170,-61.17054836,-33.04425194
PRESSIANI,H. YRIGOYEN 2594,CASILDA,CASEROS,SANTA FE,2170,,
TOSCANELLI,H. YRIGOYEN 1102,CASILDA,CASEROS,SANTA FE,2170,,
BIANUCCI,HIPOLITO YRIGOYEN 1701,CASILDA,CASEROS,SANTA FE,2170,-61.1625098,-33.04107236
MARSILI,L. DE LA TORRE 1305,CASILDA,CASEROS,SANTA FE,2170,,
PIOLETTI,L. DE LA TORRE 2601,CASILDA,CASEROS,SANTA FE,2170,,
ASOC. MUT. EMPLEADOS COMERCIO S.F.,LISANDRO DE LA TORRE 2241,CASILDA,CASEROS,SANTA FE,2170,-61.16689535,-33.04593006
ASOC. MUT C. A. DEF. BANFIELD,MITRE 1833,CASILDA,CASEROS,SANTA FE,2170,-61.16731208,-33.04839671
OLMOS,MITRE 2599,CASILDA,CASEROS,SANTA FE,2170,-61.17253738,-33.04164882
U.O.M.,MORENO 2447,CASILDA,CASEROS,SANTA FE,2170,-61.1735807,-33.04409511
ASOC. MUT AYUDA  ASOC. C .A .UNION CSSCASILDENSE,OVIDIO LAGOS 2744,CASILDA,CASEROS,SANTA FE,2170,,
GONZALEZ,OVIDIO LAGOS 1848,CASILDA,CASEROS,SANTA FE,2170,,
PIERABELLA A.,OVIDIO LAGOS 1101,CASILDA,CASEROS,SANTA FE,2170,,
REVELANT,OVIDIO LAGOS 2290,CASILDA,CASEROS,SANTA FE,2170,,
MARTINEZ,SAN MARTIN 1744,CASILDA,CASEROS,SANTA FE,2170,-61.16773515,-33.04974464
MUTUAL CAMIONEROS,SARMIENTO  2237,CASILDA,CASEROS,SANTA FE,2170,-61.16701841,-33.04308571
PACINI,BALCARCE 1744,CHABAS,CASEROS,SANTA FE,2173,-61.36132796,-33.24192733
BIANCHINI,LAVALLE 1457,CHABAS,CASEROS,SANTA FE,2173,-61.3562493,-33.24847013
DEL GRECCO,MITRE  1583,CHABAS,CASEROS,SANTA FE,2173,-61.35682735,-33.24635027
APLA,MORENO 1865,CHABAS,CASEROS,SANTA FE,2173,-61.35949273,-33.24146651
BUSILACCHI,MORENO 1639,CHABAS,CASEROS,SANTA FE,2173,-61.36105598,-33.24341872
TORRES,ROSARIO 1698,CHABAS,CASEROS,SANTA FE,2173,-61.36009085,-33.24825164
GISMONDI,SAN MARTIN 1799,CHABAS,CASEROS,SANTA FE,2173,-61.35659059,-33.24392642
CAMUSSO,9 DE JULIO 509,CHAÑAR LADEADO,CASEROS,SANTA FE,2173,-62.03813711,-33.32383994
MOMBELLY,9 DE JULIO 598,CHAÑAR LADEADO,CASEROS,SANTA FE,2173,-62.03689888,-33.32405672
MUTUAL CLUB CHAÑARENSE,9 DE JULIO 557,CHAÑAR LADEADO,CASEROS,SANTA FE,2173,-62.0374693,-33.32395686
FEDERICA,AV. SAN MARTIN 451,CHAÑAR LADEADO,CASEROS,SANTA FE,2173,-62.03868025,-33.32553449
SOC. ITALIANA DE SOCORROS,ITALIA 558,CHAÑAR LADEADO,CASEROS,SANTA FE,2173,-62.03975979,-33.32405562
LISI,SAN MARTIN 765,CHAÑAR LADEADO,CASEROS,SANTA FE,2173,-62.03780021,-33.32204275
DALMASSO,SANTA FE 328,CHAÑAR LADEADO,CASEROS,SANTA FE,2173,-62.04032096,-33.32225504
ASOC .MUT. DE SOCIOS C.A.S.M.,ESPAÑA 167,CHOVET,GENERAL LÓPEZ,SANTA FE,2633,-61.60543976,-33.6002891
BOVERIS,MALVINAS 162,CHOVET,GENERAL LÓPEZ,SANTA FE,2633,-61.60240705,-33.59746401
GAMULIN,SAN MARTIN 455,CHOVET,GENERAL LÓPEZ,SANTA FE,2633,-61.60830667,-33.6006093
SAN AGUSTIN,SARMIENTO 631,CHOVET,GENERAL LÓPEZ,SANTA FE,2633,-61.60544664,-33.59952751
BIROCCO,CENTENARIO  561,CARRIZALES (EST. CLARKE),IRIONDO,SANTA FE,2218,,
CERVETTO,ESPAÑA 860,CLASSON,IRIONDO,SANTA FE,2146,-61.29204038,-32.463121
ROSSETTI,AV. LAS COLONIAS 146,CORONEL ARNOLD,SAN LORENZO,SANTA FE,2123,,
GIUNTOLI,BELGRANO 588,CORONEL BOGADO,ROSARIO,SANTA FE,2103,-60.60260465,-33.31521456
DERICO,MORENO 571,CORONEL BOGADO,ROSARIO,SANTA FE,2103,-60.60368243,-33.31580531
DALESIO,SAN MARTIN 190,CORONEL BOGADO,ROSARIO,SANTA FE,2103,-60.60205535,-33.3160927
MARCELA VENTOLA,MAIPU 170,CORONEL RODOLFO S. DOMINGUEZ,ROSARIO,SANTA FE,2105,-60.71727837,-33.18074619
MAZZONE,25 DE MAYO 1150,CORREA,IRIONDO,SANTA FE,2506,-61.25442855,-32.8481907
DON GUILLERMO,25 DE MAYO Y BELGRANO 1026,CORREA,IRIONDO,SANTA FE,2506,,
VIOLA,RIVADAVIA 1278,CORREA,IRIONDO,SANTA FE,2506,-61.25531111,-32.84910695
SANTECCHIA,SARMIENTO 1148,CORREA,IRIONDO,SANTA FE,2506,-61.25358712,-32.84769368
DUHALDE,AV CRISTOPHERSEN 267,DIEGO DE ALVEAR,GENERAL LÓPEZ,SANTA FE,6036,,
ALDAZ,25 DE MAYO  715,ELORTONDO,GENERAL LÓPEZ,SANTA FE,2732,-61.61459609,-33.70104015
REQUEJO,9 DE JULIO 763,ELORTONDO,GENERAL LÓPEZ,SANTA FE,2732,-61.61709667,-33.70228896
GALIMBERTI,BELGRANO 1418,ELORTONDO,GENERAL LÓPEZ,SANTA FE,2732,-61.62165104,-33.70257938
REYNOSO,LIBERTAD 559,ELORTONDO,GENERAL LÓPEZ,SANTA FE,2732,-61.60993599,-33.69780629
BOVERIS,SAN MARTIN 1001,ELORTONDO,GENERAL LÓPEZ,SANTA FE,2732,-61.61648934,-33.69994481
GUARESCHI,SAN MARTIN 1167,ELORTONDO,GENERAL LÓPEZ,SANTA FE,2732,-61.61873981,-33.70050228
LILA,OCAMPO 1880,ROSARIO,ROSARIO,SANTA FE,2000,-60.65403394,-32.96450676
LIBERATORE,LAGOS OVIDIO AV 5436,ROSARIO,ROSARIO,SANTA FE,2000,-60.67560997,-33.00116431
LA CRUZ,RIVAROLA RODOLFO AV 7014,ROSARIO,ROSARIO,SANTA FE,2000,,
LA UNIVERSIDAD,SALTA AV 2801,ROSARIO,ROSARIO,SANTA FE,2000,-60.65971258,-32.93525742
LA INTERNACIONAL,SAN JUAN 3014,ROSARIO,ROSARIO,SANTA FE,2000,-60.66528619,-32.94546605
LAZARTE,SUPERI JOSE 1466,ROSARIO,ROSARIO,SANTA FE,2000,,
LA GUARDIA,URIBURU JOSE EVARISTO PRES AV 1462,ROSARIO,ROSARIO,SANTA FE,2000,,
MAZZARA,27 DE FEBRERO 3302,ROSARIO,ROSARIO,SANTA FE,2000,-60.67362524,-32.96229153
MEROI,ALEM LEANDRO N 1298,ROSARIO,ROSARIO,SANTA FE,2000,,
MILITELLO,AMENABAR 1773,ROSARIO,ROSARIO,SANTA FE,2000,-60.65399154,-32.9705054
MASAROTTO,ARIJON AV 2199,ROSARIO,ROSARIO,SANTA FE,2000,-60.66482874,-33.00350162
MORONI,PELLEGRINI CARLOS AV 1571,ROSARIO,ROSARIO,SANTA FE,2000,,
MENONI,AYACUCHO 1392,ROSARIO,ROSARIO,SANTA FE,2000,-60.6287819,-32.95578176
MAHLIER,BALCARCE 298,ROSARIO,ROSARIO,SANTA FE,2000,-60.650476,-32.93813495
MATTIOLI,BALCARCE 3601,ROSARIO,ROSARIO,SANTA FE,2000,-60.66018042,-32.97669938
MIRETTI,AVELLANEDA BV 1433,ROSARIO,ROSARIO,SANTA FE,2000,-60.6812447,-32.94686232
MOLEDO,RONDEAU BV 3695,ROSARIO,ROSARIO,SANTA FE,2000,-60.69688225,-32.88047121
MONDO,CORDOBA 977,ROSARIO,ROSARIO,SANTA FE,2000,-60.63641412,-32.94681437
MONTERO,DONADO BIS 714,ROSARIO,ROSARIO,SANTA FE,2000,-60.72773546,-32.92037002
MURO,ENTRE RIOS 845,ROSARIO,ROSARIO,SANTA FE,2000,-60.6410994,-32.94645266
M. A. GARCIA,GUATEMALA 1403,ROSARIO,ROSARIO,SANTA FE,2000,-60.71706962,-32.9447415
MASSARA,IRIONDO 2848,ROSARIO,ROSARIO,SANTA FE,2000,-60.67568955,-32.9648345
MIRABET,JUJUY 1598,ROSARIO,ROSARIO,SANTA FE,2000,-60.64306844,-32.93701014
MARIN,LA PAZ 3093,ROSARIO,ROSARIO,SANTA FE,2000,-60.66980946,-32.95929977
MARTINEZ,BUENOS AIRES 128,EMPALME VILLA CONSTITUCION,CONSTITUCIÓN,SANTA FE,2918,-60.38232892,-33.25871543
ROSSI,CORRIENTES 53,EMPALME VILLA CONSTITUCION,CONSTITUCIÓN,SANTA FE,2918,-60.37951738,-33.25821595
YACOMOZZI,SAAVEDRA 370,EMPALME VILLA CONSTITUCION,CONSTITUCIÓN,SANTA FE,2918,-60.38527655,-33.26445611
ASOC. MUTUAL EMP CENTRAL,SAN MARTIN 301,EMPALME VILLA CONSTITUCION,CONSTITUCIÓN,SANTA FE,2918,-60.38066128,-33.25856464
EL CONDOR,SAN MARTIN 199,EMPALME VILLA CONSTITUCION,CONSTITUCIÓN,SANTA FE,2918,-60.38136178,-33.25923872
DE MICHELI,AMEGHINO 644,FIGHIERA,ROSARIO,SANTA FE,2126,-60.46908053,-33.19422688
FIGHIERA,MARCONI 827,FIGHIERA,ROSARIO,SANTA FE,2126,-60.47023645,-33.19059803
CRESTA,MORENO 803,FIGHIERA,ROSARIO,SANTA FE,2126,-60.46857806,-33.19528042
CARASSAI,PUYRREDON 1070,FIGHIERA,ROSARIO,SANTA FE,2126,-60.47014625,-33.19250699
DEL PUEBLO,SAN MARTIN 1125,FIGHIERA,ROSARIO,SANTA FE,2126,-60.46980483,-33.19139871
MARCUCCI,SAN MARTIN 671,FIGHIERA,ROSARIO,SANTA FE,2126,-60.4656544,-33.1948604
ARLOTTI,ALBERDI 878,FIRMAT,CONSTITUCIÓN,SANTA FE,2630,-61.48240477,-33.45569665
TOPA,AMRTE. BROWN 1603,FIRMAT,CONSTITUCIÓN,SANTA FE,2630,,
ORSO,Avenida Santa Fe 1299,FIRMAT,CONSTITUCIÓN,SANTA FE,2630,-61.48828447,-33.45861381
GIULIANI,AV. RIVADAVIA                       1289,FIRMAT,CONSTITUCIÓN,SANTA FE,2630,,
AGOSTINELLI,AVDA. SANTA FE                      1602,FIRMAT,CONSTITUCIÓN,SANTA FE,2630,,
AMERISE,AVDA. SANTA FE                      1271,FIRMAT,CONSTITUCIÓN,SANTA FE,2630,,
ROSSI,BV. SOLIS                           1411,FIRMAT,CONSTITUCIÓN,SANTA FE,2630,-61.48392761,-33.45413196
BUCCI,CARLOS CASADO 1315,FIRMAT,CONSTITUCIÓN,SANTA FE,2630,-61.49120967,-33.45476406
SELLART,CARLOS CASADO 846,FIRMAT,CONSTITUCIÓN,SANTA FE,2630,-61.49162619,-33.45993802
ORO,CORDOBA                             602,FIRMAT,CONSTITUCIÓN,SANTA FE,2630,-61.48852391,-33.46297897
SEGURADO,LIBERTAD 1027,FIRMAT,CONSTITUCIÓN,SANTA FE,2630,-61.48468158,-33.46185682
TRUCCO,LIBERTAD 1860,FIRMAT,CONSTITUCIÓN,SANTA FE,2630,,
CAMILLOZZI,SANTA FE  891,FIRMAT,CONSTITUCIÓN,SANTA FE,2630,-61.48282557,-33.45881896
HOSP. SAMCO (GRAL SAN MARTIN,SANTA FE  1860,FIRMAT,CONSTITUCIÓN,SANTA FE,2630,-61.49474707,-33.45815374
MARKS,MITRE BARTOLOME 3598,ROSARIO,ROSARIO,SANTA FE,2000,,
MASSARO,MONTEVIDEO 6387,ROSARIO,ROSARIO,SANTA FE,2000,-60.70865916,-32.94733547
MENDEZ,NECOCHEA 2945,ROSARIO,ROSARIO,SANTA FE,2000,-60.63051369,-32.97406984
MOLLARDO,OLIVE 1982,ROSARIO,ROSARIO,SANTA FE,2000,-60.69084626,-32.91318232
MURUA,LAGOS OVIDIO AV 3798,ROSARIO,ROSARIO,SANTA FE,2000,-60.67001272,-32.97724031
MILANI STRA,LAGOS OVIDIO AV 3298,ROSARIO,ROSARIO,SANTA FE,2000,-60.6685948,-32.97149535
MUSI,LAGOS OVIDIO AV 7570,ROSARIO,ROSARIO,SANTA FE,2000,-60.68112984,-33.02641781
MANDRILE,ROCA JULIO ARGENTINO PTE 195,ROSARIO,ROSARIO,SANTA FE,2000,,
MONTES,ROCA JULIO ARGENTINO PTE 901,ROSARIO,ROSARIO,SANTA FE,2000,,
MANISCALCO,Avenida Rivarola 7801,ROSARIO,ROSARIO,SANTA FE,2000,-60.7247854,-32.9662032
MARCOLINI,RUEDA MIGUEL DR 2480,ROSARIO,ROSARIO,SANTA FE,2000,,
MC CLYMONT,SALTA AV 2398,ROSARIO,ROSARIO,SANTA FE,2000,-60.65426864,-32.93623518
M.S. HERNANDEZ,SAN JUAN 681,ROSARIO,ROSARIO,SANTA FE,2000,-60.63341533,-32.95126932
FARMACIA MAIPU,San Luis 902,ROSARIO,ROSARIO,SANTA FE,2000,-60.635964,-32.9494739
MAMELUCO,SAN LUIS 3039,ROSARIO,ROSARIO,SANTA FE,2000,-60.66538055,-32.94426553
MIR,SE SAN MARTIN JOSE GRL AV 4315,ROSARIO,ROSARIO,SANTA FE,2000,,
MARTA PIATTI,SAN NICOLAS 485,ROSARIO,ROSARIO,SANTA FE,2000,-60.67142266,-32.93667277
MERCURIO,SANTA FE 1813,ROSARIO,ROSARIO,SANTA FE,2000,-60.64770254,-32.94328597
MINA,SANTIAGO 1499,ROSARIO,ROSARIO,SANTA FE,2000,-60.65818523,-32.95180884
MOSCATO,SARMIENTO DOMINGO FAUSTINO PRES 456,ROSARIO,ROSARIO,SANTA FE,2000,,
M. GONZALEZ,VELEZ SARSFIELD 731,ROSARIO,ROSARIO,SANTA FE,2000,-60.67419589,-32.92490545
NOBILE,27 DE FEBRERO 6016,ROSARIO,ROSARIO,SANTA FE,2000,-60.70392648,-32.9592374
NOGUERA,GRANDOLI ABANDERADO 3697,ROSARIO,ROSARIO,SANTA FE,2000,-60.62817039,-32.9835012
NUEVO ALBERDI,GRAVEL JOAQUIN DR 2826,ROSARIO,ROSARIO,SANTA FE,2000,-60.72602455,-32.88883697
N. RODRIGUEZ,CARRIEGO 1366,ROSARIO,ROSARIO,SANTA FE,2000,-60.69043762,-32.94444818
REALI,SANTA FE                            1199,FIRMAT,CONSTITUCIÓN,SANTA FE,2630,-61.48692766,-33.45858115
IANNI,SARMIENTO                           1232,FIRMAT,CONSTITUCIÓN,SANTA FE,2630,-61.48742445,-33.45961365
SANTILLI,SARMIENTO                            1465,FIRMAT,CONSTITUCIÓN,SANTA FE,2630,-61.49006061,-33.45946167
ORTIZ,ARTURO ILLIA 21,FRAY LUIS BELTRAN,SAN LORENZO,SANTA FE,2156,,
RIVERO,AV. SAN MARTIN 1267,FRAY LUIS BELTRAN,SAN LORENZO,SANTA FE,2156,-60.72444749,-32.78937623
PONCE,AV. SAN MARTIN 2035,FRAY LUIS BELTRAN,SAN LORENZO,SANTA FE,2156,-60.72650765,-32.78235943
MUTUAL SULFACID,DORREGO 50,FRAY LUIS BELTRAN,SAN LORENZO,SANTA FE,2156,-60.72707078,-32.78344369
VITALE,GRAL. SAVIO 214,FRAY LUIS BELTRAN,SAN LORENZO,SANTA FE,2156,-60.73045648,-32.78370056
MUGICA,LAS HERAS 73,FRAY LUIS BELTRAN,SAN LORENZO,SANTA FE,2156,-60.7217892,-32.80059378
CIACCIO,INDEPENDENCIA 398,FUENTES,SAN LORENZO,SANTA FE,2123,-61.07444725,-33.17333385
BLANCATO,RECONQUISTA 445,FUENTES,SAN LORENZO,SANTA FE,2123,-61.0777121,-33.17454903
BUCCI,SIMON DE IRIONDO 406,FUENTES,SAN LORENZO,SANTA FE,2123,-61.07330054,-33.17260098
DEL COUNTRY,AVDA. ARGENTINA 2191,FUNES,ROSARIO,SANTA FE,2132,,
SABIN,AVDA. FUERZA AEREA 1990,FUNES,ROSARIO,SANTA FE,2132,,
DEL PUEBLO,AVDA. ILLIA 911,FUNES,ROSARIO,SANTA FE,2132,,
LUCHETTA,BUENOS AIRES 1654,FUNES,ROSARIO,SANTA FE,2132,-60.80950748,-32.91262892
ORCELLET,BUENOS AIRES  646,FUNES,ROSARIO,SANTA FE,2132,-60.79615533,-32.91499055
DELLA LONGA,COCHET 2095,FUNES,ROSARIO,SANTA FE,2132,-60.80607005,-32.92238498
MARCELO MARCHETTI,CORDOBA 1901,FUNES,ROSARIO,SANTA FE,2132,-60.81474146,-32.92086339
BASANO,ELORZA 1215 LOC. 4,FUNES,ROSARIO,SANTA FE,2132,,
SPLENDIANI,GRAL PAZ 1441,FUNES,ROSARIO,SANTA FE,2132,-60.80737201,-32.91517472
JOSE DANIEL CARNEVALE,INDEPENDENCIA 1721,FUNES,ROSARIO,SANTA FE,2132,,
VAZQUEZ,J. ELORZA 1623,FUNES,ROSARIO,SANTA FE,2132,,
SCOZZIERO,SAN MARTIN 716,FUNES,ROSARIO,SANTA FE,2132,-60.79919354,-32.92281732
DEL PUERTO,CRISTOBAL GILL 257,GENERAL GELLY,CONSTITUCIÓN,SANTA FE,2701,,
NORMA SOLARI,RIVAS DR 1382,ROSARIO,ROSARIO,SANTA FE,2000,-60.65149797,-32.98293906
NUEZ,FRANCIA AV 1717,ROSARIO,ROSARIO,SANTA FE,2000,-60.66844145,-32.9526248
NOVISKI,SE SAN MARTIN JOSE GRL AV 3399,ROSARIO,ROSARIO,SANTA FE,2000,,
OCAMPO,NTRA SRA DEL ROSARIO AV 801,ROSARIO,ROSARIO,SANTA FE,2000,-60.64711815,-32.99979468
OLDANI,AVELLANEDA BIS BV 384,ROSARIO,ROSARIO,SANTA FE,2000,-60.6753197,-32.92359475
ORELLANO,COLOMBIA BIS 954,ROSARIO,ROSARIO,SANTA FE,2000,-60.71753155,-32.9176465
ORIOL,JUNIN 498,ROSARIO,ROSARIO,SANTA FE,2000,-60.67069377,-32.92649582
OROO,OROO NICASIO BV 3071,ROSARIO,ROSARIO,SANTA FE,2000,,
OVIDIO LAGOS,LAGOS OVIDIO AV 1399,ROSARIO,ROSARIO,SANTA FE,2000,-60.66332927,-32.94966273
PAOLINO,27 DE FEBRERO 3946,ROSARIO,ROSARIO,SANTA FE,2000,-60.68240468,-32.96071892
PALMILI,ALEM LEANDRO N 1509,ROSARIO,ROSARIO,SANTA FE,2000,,
PEDRO F. GONZALEZ,ALEM LEANDRO N 2402,ROSARIO,ROSARIO,SANTA FE,2000,,
PEYRE,LITUANIA 5496,ROSARIO,ROSARIO,SANTA FE,2000,-60.62174963,-33.00053877
PELLEGRINI,PELLEGRINI CARLOS AV 1195,ROSARIO,ROSARIO,SANTA FE,2000,,
PENNACCHIETTI,PELLEGRINI CARLOS AV 3266,ROSARIO,ROSARIO,SANTA FE,2000,,
PETRUZZI,PELLEGRINI CARLOS AV 3770,ROSARIO,ROSARIO,SANTA FE,2000,,
PATRICIA HERNANDEZ,URIBURU JOSE EVARISTO PRES AV 2049,ROSARIO,ROSARIO,SANTA FE,2000,,
PRARIZZI,BERUTI 4058,ROSARIO,ROSARIO,SANTA FE,2000,-60.62963524,-32.98755413
PASTEUR,SEGUI JUAN FRANCISCO BV 2809,ROSARIO,ROSARIO,SANTA FE,2000,,
PARDO,CAFFERATA 397,ROSARIO,ROSARIO,SANTA FE,2000,-60.66980457,-32.93587492
PRIETO,SADI CARNOT 6193,ROSARIO,ROSARIO,SANTA FE,2000,-60.64848154,-33.00884621
RUSTICI,HILARIO LAGOS 190,GENERAL LAGOS,ROSARIO,SANTA FE,2126,-60.56633407,-33.11034071
RICCI,SAN MARTIN 509,GENERAL LAGOS,ROSARIO,SANTA FE,2126,-60.56397834,-33.11102924
MUTUAL C.S.DEP.GODEKEN,CALLE 13 905,GODEKEN,CASEROS,SANTA FE,2639,-61.84221202,-33.40139809
ROSSELL,CALLE 17 1074,GODEKEN,CASEROS,SANTA FE,2639,-61.84294595,-33.40336055
DI SANTE,SAN MARTIN 720,GODOY,CONSTITUCIÓN,SANTA FE,2921,-60.50720204,-33.36899826
SCHROPP,ARENALES 250,GRANADERO BAIGORRIA,ROSARIO,SANTA FE,2152,-60.70751785,-32.85906194
PERRETA,AV. SAN MARTIN 3157,GRANADERO BAIGORRIA,ROSARIO,SANTA FE,2152,-60.70916149,-32.83992981
BARATTO,BELGRANO 98,GRANADERO BAIGORRIA,ROSARIO,SANTA FE,2152,-60.70330079,-32.86407471
GRANADERO BAIGORRIA,EVA PERON 603,GRANADERO BAIGORRIA,ROSARIO,SANTA FE,2152,-60.71402031,-32.85840318
BERNAUS,IBARLUCEA 92,GRANADERO BAIGORRIA,ROSARIO,SANTA FE,2152,-60.70768931,-32.84101765
MUTUAL PERSONAL JHON DEERE ARG.,JUAN ORSETTI 506,GRANADERO BAIGORRIA,ROSARIO,SANTA FE,2152,,
VINDEROLA,JUAN ORSETTI 746,GRANADERO BAIGORRIA,ROSARIO,SANTA FE,2152,,
MARCONI KARPYSZYN,LOS AROMOS 76,GRANADERO BAIGORRIA,ROSARIO,SANTA FE,2152,-60.7011997,-32.8633125
MINIELLO,NEUQUEN 11,GRANADERO BAIGORRIA,ROSARIO,SANTA FE,2152,-60.70214623,-32.86180061
VALIA,RIVADAVIA 201,GRANADERO BAIGORRIA,ROSARIO,SANTA FE,2152,-60.70561851,-32.86219885
HOSPITAL EVA PERON,RUTA 11 Y EVA PERON 0,GRANADERO BAIGORRIA,ROSARIO,SANTA FE,2152,,
MEOLI,SAENZ 17,GRANADERO BAIGORRIA,ROSARIO,SANTA FE,2152,-60.70316166,-32.86053752
FARMACIA BIANCHI,SAN MARTIN 1217,GRANADERO BAIGORRIA,ROSARIO,SANTA FE,2152,-60.7033324,-32.8590761
PALANA,SAN MARTIN 2542,GRANADERO BAIGORRIA,ROSARIO,SANTA FE,2152,-60.70773129,-32.844472
ROMANO,SAN MARTIN 2371,GRANADERO BAIGORRIA,ROSARIO,SANTA FE,2152,-60.70690107,-32.84721499
NOE,RIVADAVIA 351,HUGHES,GENERAL LÓPEZ,SANTA FE,2725,-61.33583321,-33.80233425
LAFUENTE,SIMON DE IRIONDO 798,HUGHES,GENERAL LÓPEZ,SANTA FE,2725,-61.33496948,-33.80031682
ROMANO,SIMON DE IRIONDO 599,HUGHES,GENERAL LÓPEZ,SANTA FE,2725,-61.33770462,-33.80087314
GARCIA,MITRE 44,IBARLUCEA,ROSARIO,SANTA FE,2142,-60.78489994,-32.85290163
FEDYSZYN,SAN MARTIN 1032,IBARLUCEA,ROSARIO,SANTA FE,2142,-60.78694547,-32.85238421
PALOSSI,SAN MARTIN 182,JUAN B. MOLINA,CONSTITUCIÓN,SANTA FE,2103,-60.512737,-33.49529714
PARQUE BRITANIA,CORRIENTES AV 198,ROSARIO,ROSARIO,SANTA FE,2000,-60.6406676,-32.9386286
PERINETTI,IRIGOYEN HIPOLITO AV 1078,ROSARIO,ROSARIO,SANTA FE,2000,,
PENSA,IGUAZU 175,ROSARIO,ROSARIO,SANTA FE,2000,-60.68572736,-32.92950639
PUTIGNANI,DE ROSAS JUAN MANUEL 2096,ROSARIO,ROSARIO,SANTA FE,2000,,
PUIGDOMENECH,MARTIN FIERRO 666,ROSARIO,ROSARIO,SANTA FE,2000,-60.69537544,-32.87760111
PENOTTI,MENDOZA AV 7211,ROSARIO,ROSARIO,SANTA FE,2000,,
PATRIS,MONTEVIDEO 5602,ROSARIO,ROSARIO,SANTA FE,2000,-60.69962142,-32.94711237
PASCUAL,LAGOS OVIDIO AV 5692,ROSARIO,ROSARIO,SANTA FE,2000,-60.67618151,-33.00377895
PECCHIO,LAGOS OVIDIO AV 4601,ROSARIO,ROSARIO,SANTA FE,2000,-60.67347768,-32.99160443
PARLATORE,PARAGUAY 387,ROSARIO,ROSARIO,SANTA FE,2000,-60.64254326,-32.94066426
PERRONE,PELLEGRINI CARLOS AV 5315,ROSARIO,ROSARIO,SANTA FE,2000,,
PARQUE ESPAA,SALTA AV 1222,ROSARIO,ROSARIO,SANTA FE,2000,-60.63811415,-32.93912583
PESADO,SAN JUAN 1701,ROSARIO,ROSARIO,SANTA FE,2000,-60.64753,-32.9487139
PERDOMO,SAN LUIS 2492,ROSARIO,ROSARIO,SANTA FE,2000,-60.6579592,-32.94560292
PARRA,SARMIENTO DOMINGO FAUSTINO PRES 1637,ROSARIO,ROSARIO,SANTA FE,2000,,
PIERISTEI,SARMIENTO 3202,ROSARIO,ROSARIO,SANTA FE,2000,-60.645337,-32.9745015
PARIZZIA,WHEELWRIGHT AV 1475,ROSARIO,ROSARIO,SANTA FE,2000,-60.64124599,-32.93686733
PEDRETTI,ZUVIRIA 7202,ROSARIO,ROSARIO,SANTA FE,2000,-60.71860409,-32.93709574
QUIROS,IRURTIA 7476,ROSARIO,ROSARIO,SANTA FE,2000,-60.72115316,-32.96690996
RONCHI,3 DE FEBRERO 1283,ROSARIO,ROSARIO,SANTA FE,2000,-60.64233126,-32.95229899
ROTGER,FRANCIA AV 1173,ROSARIO,ROSARIO,SANTA FE,2000,-60.66682928,-32.94626644
ROLDAN,BALCARCE 162,ROSARIO,ROSARIO,SANTA FE,2000,-60.65007827,-32.93653666
RABITO,BERRINI FRANCISCO JOSE 2275,ROSARIO,ROSARIO,SANTA FE,2000,,
GARROFE,SARMIENTO 546,JUAN B. MOLINA,CONSTITUCIÓN,SANTA FE,2103,-60.51422022,-33.49390093
SHERIDAN,BELGRANO 379,JUNCAL,CONSTITUCIÓN,SANTA FE,2723,-61.04957761,-33.71755264
FEIJOO,SAN MARTIN 433,LABORDEBOY,GENERAL LÓPEZ,SANTA FE,2726,-61.31290546,-33.71793872
LONGO,AVDA. 13 739,LAS PAREJAS,BELGRANO,SANTA FE,2505,,
ASTEGIANO,AVDA. 18 798,LAS PAREJAS,BELGRANO,SANTA FE,2505,,
REINALDI,AVDA. 18 756,LAS PAREJAS,BELGRANO,SANTA FE,2505,,
