nombre,domicilio,localidad,cp,longitud,latitud
CARDINI,LAGOS OVIDIO AV 421,ROSARIO,2000,-60.66035067,-32.93786096
CARUSO,PELLEGRINI CARLOS AV 5935,ROSARIO,2000,,
CALVAGNA,PROVINCIAS UNIDAS AV 1723,ROSARIO,2000,-60.71230108,-32.94896898
CERRITO,PROVINCIAS UNIDAS AV 2102,ROSARIO,2000,-60.71212838,-32.95334542
CAMPO,RODRIGUEZ 1601,ROSARIO,2000,-60.66119783,-32.95246632
CHIMINELLO,SAN JUAN 2010,ROSARIO,2000,-60.65167532,-32.94790537
CURTO,SAN LORENZO 2290,ROSARIO,2000,-60.65398959,-32.94119164
FARMACIA CEMAR,SAN LUIS 2020,ROSARIO,2000,-60.6514756,-32.9465819
CAVATORTA,SE SAN MARTIN JOSE GRL AV 5023,ROSARIO,2000,,
CHOIETTE,SE SAN MARTIN JOSE GRL AV 4842,ROSARIO,2000,,
CEBALLOS,SAN NICOLAS 1899,ROSARIO,2000,-60.67565101,-32.95344678
CORSI,TEJEDA 2666,ROSARIO,2000,-60.71700827,-32.88731548
FARMACIA DEL CENTRO,Corrientes 872,ROSARIO,2000,-60.642604,-32.9464169
DEL PARQUE,CORRIENTES AV 1801,ROSARIO,2000,-60.64538136,-32.95769396
DONADO,DONADO 672,ROSARIO,2000,-60.72727933,-32.93577843
DURINI,PASO JUAN JOSE 1602,ROSARIO,2000,,
DEL BARCO,JUNIN 1298,ROSARIO,2000,-60.68193267,-32.92679116
DE LA PLAZA,LAPRIDA NARCISO 772,ROSARIO,2000,,
DORREGO,MENDOZA AV 1903,ROSARIO,2000,,
DUFOUR,MENDOZA AV 2839,ROSARIO,2000,,
DESMEDT,NICARAGUA BIS 671,ROSARIO,2000,-60.72157699,-32.92098532
DEL SOL,PARAGUAY 952,ROSARIO,2000,-60.644287,-32.9473459
DEL SUR,PARAGUAY 6220,ROSARIO,2000,-60.65443739,-33.00917806
DEL AGUILA,RIOJA 883,ROSARIO,2000,-60.63536223,-32.94829932
DADAMO,RUEDA MIGUEL DR 1851,ROSARIO,2000,,
DI SIMONE,TARRAGONA BIS 1228,ROSARIO,2000,-60.73518321,-32.91491228
EDGARDO YAFFE,1 DE MAYO 908,ROSARIO,2000,-60.63016985,-32.94943186
EL TREBOL,BRASIL 2196,ROSARIO,2000,-60.71896409,-32.95467735
ENTRE ROS,ENTRE RIOS 1916,ROSARIO,2000,-60.64430528,-32.95925585
EUROPEA,ENTRE RIOS 401,ROSARIO,2000,-60.63980373,-32.94131251
ESCOBAR,FRAGATA SARMIENTO 3019,ROSARIO,2000,-60.67612859,-32.9881214
ESTRADA,MARTINEZ ESTRADA 7960,ROSARIO,2000,-60.73422843,-32.91127883
EL CIRCULO,MENDOZA AV 742,ROSARIO,2000,,
GASTIAZORO,MENDOZA AV 4901,ROSARIO,2000,,
GUGLIELMINO,MENDOZA AV 1595,ROSARIO,2000,,
GUGLIOTTA,NTRA SRA DEL ROSARIO AV 1401,ROSARIO,2000,-60.65339441,-32.99998294
GINI,ROCA JULIO ARGENTINO PTE 2298,ROSARIO,2000,,
GARIS,Urquiza 1605,ROSARIO,2000,-60.644353,-32.9417777
GHEZZI,VIRASORO 1304,ROSARIO,2000,-60.64692797,-32.96939911
GONZALEZ LALLONI,ZEBALLOS ESTANISLAO 650,ROSARIO,2000,-60.63417711,-32.95620173
HANONO,1 DE MAYO 1698,ROSARIO,2000,-60.6324716,-32.9586196
HERNANDEZ,BAIGORRIA JUAN BAUTISTA 2131,ROSARIO,2000,,
HIPOLITO,OROO NICASIO BV 5397,ROSARIO,2000,,
HAMANN,ENTRE RIOS 3431,ROSARIO,2000,-60.64869976,-32.97665152
HAUPTMANN,PAZ J M 5467,ROSARIO,2000,-60.62723311,-32.99992454
HUGO CRESPO,GRANDOLI ABANDERADO 4707,ROSARIO,2000,-60.62868296,-32.99218346
HOMEOS,DE URQUIZA JUSTO JOSE 1802,ROSARIO,2000,,
IGLESIAS,AVELLANEDA BV 3215,ROSARIO,2000,-60.68634263,-32.96728302
ITALIA,CATAMARCA 1803,ROSARIO,2000,-60.6464647,-32.93885188
INGER,CORRIENTES AV 4201,ROSARIO,2000,-60.65232702,-32.98521262
IVARZ,MENDOZA AV 6255,ROSARIO,2000,,
ITALIANA,SE SAN MARTIN JOSE GRL AV 1902,ROSARIO,2000,,
INGLESA,SARMIENTO DOMINGO FAUSTINO PRES 641,ROSARIO,2000,,
IRIQUIN,URIBURU JOSE EVARISTO PRES AV 2380,ROSARIO,2000,,
ARROYITO,ALBERDI 423,ROSARIO,2000,-60.67210745,-32.93227965
AMIGO,GORRITI 299,ROSARIO,2000,-60.66748775,-32.92312273
AZAR,PERON JUAN DOMINGO PRES AV 6389,ROSARIO,2000,,
APOTEKA,PELLEGRINI CARLOS AV 1760,ROSARIO,2000,,
ARIAS,PELLEGRINI CARLOS AV 4099,ROSARIO,2000,,
FRANCHINI,MONTEVIDEO 4660,ROSARIO,2000,-60.68923534,-32.9474404
ENTRECONTI,LAGOS OVIDIO AV 5106,ROSARIO,2000,-60.67495156,-32.99796409
EMBON,TUCUMAN 1902,ROSARIO,2000,-60.64809945,-32.93979255
FORT,NTRA SRA DEL ROSARIO BIS AV 569,ROSARIO,2000,-60.61958172,-32.998468
FARMA 4,OROO NICASIO BV 2609,ROSARIO,2000,,
F. CERRUTTI,SEGUI JUAN FRANCISCO BV 372,ROSARIO,2000,,
FLAVIO ROSSI,DORREGO MANUEL 91,ROSARIO,2000,,
FERNANDEZ SAVIOLI,IRIGOYEN HIPOLITO AV 1407,ROSARIO,2000,,
FRONTONS,PASO JUAN JOSE 6045,ROSARIO,2000,,
FESSIA,MARTIN FIERRO 245,ROSARIO,2000,-60.68969842,-32.876391
AYACUCHO,AYACUCHO 5196,ROSARIO,2000,-60.63650906,-32.99737372
AIRES,BUENOS AIRES 2296,ROSARIO,2000,-60.63714803,-32.96511286
AGUILA,CAFFERATA 564,ROSARIO,2000,-60.67031645,-32.93783717
AURORA,CONSTITUCION 480,ROSARIO,2000,-60.67276923,-32.93637248
ABRIATA,CORDOBA 2999,ROSARIO,2000,-60.66417918,-32.94175967
ALQUIMIA,CORRIENTES AV 2670,ROSARIO,2000,-60.64790837,-32.9676841
AMAT,FUNES DEAN 5785,ROSARIO,2000,-60.70107811,-32.96716364
ARNESI,MOSCONI ENRIQUE GRL 3735,ROSARIO,2000,,
AGOSTI,GUEMES 2141,ROSARIO,2000,-60.64981378,-32.93337987
AGUIRRE,GUEMES 2098,ROSARIO,2000,-60.64929782,-32.93347497
ABRUZZO,IRIONDO 2998,ROSARIO,2000,-60.67611444,-32.96655437
ATLANTICA,MAIPU 1498,ROSARIO,2000,-60.63753411,-32.95551355
ANTARTIDA,MENDOZA AV 7702,ROSARIO,2000,,
AVILA,MENDOZA AV 3762,ROSARIO,2000,,
JELUSICH,BUENOS AIRES 1612,ROSARIO,2000,-60.6351809,-32.95723713
KLEES,MENDOZA AV 2599,ROSARIO,2000,,
KENNEDY,LAGOS OVIDIO AV 2598,ROSARIO,2000,-60.66665115,-32.96337279
KNOBEL,SARMIENTO DOMINGO FAUSTINO PRES 4590,ROSARIO,2000,,
LOPEZ TEMPORELLI,ARIJON AV 494,ROSARIO,2000,-60.64011801,-33.00274415
LAFRANCHI,PELLEGRINI CARLOS AV 1909,ROSARIO,2000,,
LURASCHI,PELLEGRINI CARLOS AV 3995,ROSARIO,2000,,
LOMBARTE,URIBURU JOSE EVARISTO PRES AV 2576,ROSARIO,2000,,
LA FE,AVELLANEDA 1199,ROSARIO,2000,-60.6803608,-32.9441948
LEYENDEKER,AYOLAS 396,ROSARIO,2000,-60.63591107,-32.978547
LAURA GOMEZ,RONDEAU BV 125,ROSARIO,2000,-60.68665378,-32.9140885
LA CAPITAL,CORRIENTES AV 1402,ROSARIO,2000,-60.64422806,-32.95309561
LA SALUD,CORRIENTES AV 2198,ROSARIO,2000,-60.6465295,-32.96225682
LAMBAS,IRIONDO 1820,ROSARIO,2000,-60.67270924,-32.95302843
LAPRIDA,Laprida 1401,ROSARIO,2000,-60.6359,-32.954733
LUCARINI,MACIEL COSME 881,ROSARIO,2000,,
LOURDES,MENDOZA AV 2354,ROSARIO,2000,,
LAURINO,MORENO MARIANO 4497,ROSARIO,2000,,
ANTONIOTTI,PARAGUAY 1609,ROSARIO,2000,-60.64621312,-32.95522648
ALEMANA,RIOBAMBA 1814,ROSARIO,2000,-60.65224953,-32.96123332
COLON,DE URQUIZA JUSTO JOSE 2147,ROSARIO,2000,,
DEL ALTO,LAMAS INTENDENTE 270,ROSARIO,2000,-60.69261619,-32.91117231
DE GIORGIO,RONDEAU BV 711,ROSARIO,2000,-60.68833538,-32.90848268
DEL LEON,CORDOBA 1704,ROSARIO,2000,-60.64657611,-32.94491692
DEL SIGLO,CORDOBA 1469,ROSARIO,2000,-60.64332206,-32.94549389
ARISTIDES,RIOBAMBA 99,ROSARIO,2000,-60.62835914,-32.96551437
ROSARIO,SAN LORENZO 1315,ROSARIO,2000,-60.64059899,-32.9435729
RESTA,BIEDMA CNL 3086,ROSARIO,2000,,
ROMERO,OROO NICASIO BV 3207,ROSARIO,2000,,
RODRIGUEZ IRAMAIN,ITUZAINGO 901,ROSARIO,2000,-60.6390422,-32.96120678
RODRIGO,PASO JUAN JOSE 5880,ROSARIO,2000,,
RABOZZI,LEIVA 6007,ROSARIO,2000,-60.63778057,-33.00604529
ROUVIERE,MATIENZO 2350,ROSARIO,2000,-60.69408562,-32.95581175
ROATTA,MENDOZA AV 3989,ROSARIO,2000,,
RIDAO,MORENO MARIANO BIS 40,ROSARIO,2000,,
REYNA,LAGOS OVIDIO AV 2794,ROSARIO,2000,-60.66701236,-32.96585692
RICCOBENE,LAGOS OVIDIO BIS AV 52,ROSARIO,2000,-60.65896247,-32.93230025
RUPEL,SALTA AV 3079,ROSARIO,2000,-60.66340609,-32.93459695
RINCIC,SAN NICOLAS 3302,ROSARIO,2000,-60.67971027,-32.96952467
ROSSI,SANTA FE 7101,ROSARIO,2000,-60.71752325,-32.93582073
R. MOREALE,SORRENTO AV 1072,ROSARIO,2000,-60.69374866,-32.90724917
SILVIA BARATO,ALSINA 1398,ROSARIO,2000,-60.67830726,-32.9469675
SAENZ PEA,ARIJON AV 702,ROSARIO,2000,-60.64496801,-33.00289474
SANDILO,ARIJON AV 1899,ROSARIO,2000,-60.66053138,-33.00336214
SAN JORGE,PELLEGRINI CARLOS AV 809,ROSARIO,2000,,
SAN JOSE,PELLEGRINI CARLOS AV 1395,ROSARIO,2000,,
SANTAMBROSIO,URIBURU JOSE EVARISTO PRES AV 721,ROSARIO,2000,,
SANTA RITA,BIEDMA CNL 3317,ROSARIO,2000,,
SAN CAYETANO,BUENOS AIRES 2556,ROSARIO,2000,-60.63786471,-32.96803463
SDRIGOTTI,RONDEAU BV 2398,ROSARIO,2000,-60.69376693,-32.89069107
STIEFEL REANO,RONDEAU BV 1642,ROSARIO,2000,-60.69159026,-32.89782177
SANTINO,CALLAO 699,ROSARIO,2000,-60.6597583,-32.94114292
STRIEBECK,CORDOBA 2719,ROSARIO,2000,-60.66035635,-32.94244229
SANTA ROSA,ITALIA 2707,ROSARIO,2000,-60.65351655,-32.96708514
SAGRIPANTI,JUJUY 2248,ROSARIO,2000,-60.65197228,-32.93540634
SIMONETTI,LA PAZ 1196,ROSARIO,2000,-60.64399934,-32.96391587
SOCIAL,MENDOZA AV 6573,ROSARIO,2000,,
SOLDANO,MENDOZA AV 5151,ROSARIO,2000,,
SALK,PROVINCIAS UNIDAS AV 642,ROSARIO,2000,-60.7129598,-32.93504232
STRELUK,PROVINCIAS UNIDAS AV 2398,ROSARIO,2000,-60.7119921,-32.95688313
SARTOR,RIOJA 1909,ROSARIO,2000,-60.64962997,-32.94556021
SAN JUAN,SAN JUAN 1784,ROSARIO,2000,-60.64862044,-32.9484435
SAN LUIS,SAN LUIS 1095,ROSARIO,2000,-60.63880627,-32.94902777
S. SOLARI,SE SAN MARTIN JOSE GRL AV 3701,ROSARIO,2000,,
SOLARI,Avenida San Martín 5602,ROSARIO,2000,-60.649338,-33.0020169
SUIZA,SARMIENTO DOMINGO FAUSTINO PRES 865,ROSARIO,2000,,
SAN MARTINO,SORRENTO AV 774,ROSARIO,2000,-60.68987715,-32.90714665
S. RODRIGUEZ,TUCUMAN 7782,ROSARIO,2000,-60.72924479,-32.93298893
SALTA,DE URQUIZA JUSTO JOSE 3299,ROSARIO,2000,,
SCHINDLER,DE URQUIZA JUSTO JOSE 1990,ROSARIO,2000,,
BARTOLACCI,1° DE MAYO 2346,PEREZ,2121,-60.78098448,-33.0016185
GUALTIERI,9 DE JULIO 1403,PEREZ,2121,-60.76779561,-33.00078419
TASSELLI,9 DE JULIO 762,PEREZ,2121,-60.77202778,-32.99487973
CICCONOFRI,B. MITRE  846,PEREZ,2121,,
NAZARET,DR. BORZONE 1614,PEREZ,2121,-60.76770458,-33.00298089
CARLOS ORIOL,EL JILGUERO 124,PEREZ,2121,-60.73389268,-32.96926211
GAMBOSO,ESTANISLAO LOPEZ 1154,PEREZ,2121,-60.76477431,-32.99627767
ALVAREZ LOISA,IRIGOYEN 1898,PEREZ,2121,-60.77746724,-32.99600744
FARMACENTER,J. MEDRANO 1808,PEREZ,2121,,
BESANA,RIVADAVIA 1303,PEREZ,2121,-60.76735445,-32.99936593
CHITARRONI,SAN MARTIN 1765,PEREZ,2121,-60.77259174,-32.99949524
DE LA PLAZA,YAPEYU 1612,PEREZ,2121,-60.77028697,-32.99960976
BACLINI,ALBERDI 1007,PUEBLO ESTHER,2126,-60.58105344,-33.07095136
SANCHEZ,CORDOBA 1994,PUEBLO ESTHER,2126,-60.57750876,-33.07481331
GHERARDI,J.B. ALBERDI 1345,PUEBLO ESTHER,2126,,
FILIPINI,J.D. PERON 1848,PUEBLO ESTHER,2126,,
SCHLIETTER,DE URQUIZA JUSTO JOSE 3146,ROSARIO,2000,,
SILVANA LORENZETTI,VIAMONTE 88,ROSARIO,2000,-60.62878187,-32.96782638
TERMINAL,CAFFERATA 702,ROSARIO,2000,-60.67065254,-32.93920597
TONEGUZZO,3 DE FEBRERO 2366,ROSARIO,2000,-60.65718387,-32.94965454
TURIN,SE SAN MARTIN JOSE GRL AV 5386,ROSARIO,2000,,
TARICCO,AVELLANEDA BV 1945,ROSARIO,2000,-60.68271744,-32.95274649
TANTERA,RONDEAU BV 2052,ROSARIO,2000,-60.69281396,-32.8938134
TARTARELLI,RONDEAU BV 1350,ROSARIO,2000,-60.69074205,-32.90059682
TERRAZINO,CALLAO 935,ROSARIO,2000,-60.660409,-32.944247
TORCHIO,CASTRO BARROS AV 4828,ROSARIO,2000,-60.62981042,-32.99355244
TUMINI,ITALIA 1898,ROSARIO,2000,-60.65118173,-32.95782805
TORTI,PROVINCIAS UNIDAS BIS AV 538,ROSARIO,2000,-60.71343824,-32.92264695
TREPAT,PROVINCIAS UNIDAS AV 1414,ROSARIO,2000,-60.71402523,-32.91174544
TARALLO,SAN JUAN 3716,ROSARIO,2000,-60.67484891,-32.94373804
TOSCA,SANTA FE 4340,ROSARIO,2000,-60.6820723,-32.93713861
TRONCOSO,SANTA FE 2076,ROSARIO,2000,-60.65127956,-32.94265563
ULRICH,RIVAROLA 7969,ROSARIO,2000,-60.7301128,-32.9665278
UMANSKY,SE SAN MARTIN JOSE GRL AV 3998,ROSARIO,2000,,
VALLES,ALSINA 2020,ROSARIO,2000,-60.68008587,-32.9541076
VASALLO,PERON JUAN DOMINGO PRES AV 4067,ROSARIO,2000,,
VERONICA LAZARTE,CASIANO CASAS AV 1870,ROSARIO,2000,-60.70812549,-32.90172037
VILAGGI,OROO NICASIO BV 1215,ROSARIO,2000,,
VECELLIO,RONDEAU BV 774,ROSARIO,2000,-60.6885731,-32.90767857
VITANTONIO,MITRE BARTOLOME 984,ROSARIO,2000,,
VARELA,MORENO MARIANO 3096,ROSARIO,2000,,
VIDA,PROVINCIAS UNIDAS AV 174,ROSARIO,2000,-60.71315729,-32.93037717
VALLECILLO,ROUILLON 2520,ROSARIO,2000,-60.70156873,-32.9579895
FARMACIA RUCCI,SAN JUAN 497,ROSARIO,2000,-60.6306598,-32.951814
VILETTO,SARMIENTO DOMINGO FAUSTINO PRES 1416,ROSARIO,2000,,
VESCIO,VELEZ SARSFIELD 369,ROSARIO,2000,-60.66878233,-32.92473816
VIAMONTE,VIAMONTE 906,ROSARIO,2000,-60.64026155,-32.96577595
VAZQUEZ,VIRASORO 1554,ROSARIO,2000,-60.65041178,-32.96877479
YOCCO,SEGUI JUAN FRANCISCO BV 3659,ROSARIO,2000,,
ZANNI,AMENABAR 5391,ROSARIO,2000,-60.69626494,-32.96353712
ZALVIDEA NAVARRO,PROVINCIAS UNIDAS BIS AV 984,ROSARIO,2000,-60.71383933,-32.91725486
ZAETA,MENDOZA AV 847,ROSARIO,2000,,
AMARILLA,ALVAREZ CONDARCO BIS 790,ROSARIO,2000,-60.75612231,-32.92065071
ALBERDI,ALBERDI 669,ROSARIO,2000,-60.68209901,-32.91981871
AVENIDA,ALBERDI 1098,ROSARIO,2000,-60.68575895,-32.91524395
AVELLANEDA,CORDOBA 4101,ROSARIO,2000,,
AYOLAS,ESPAÐA 3407,ROSARIO,2000,-60.65415971,-32.97536454
ALMA,MATIENZO 997,ROSARIO,2000,-60.69475327,-32.93857341
BIRCHER,GENOVA 2363,ROSARIO,2000,,
CHIOVOLONI,CALLAO 5044,ROSARIO,2000,-60.67181882,-32.99714345
COLLOMB,CORDOBA 4313,ROSARIO,2000,,
DIMARCO,OROÐO NICASIO BV 5831,ROSARIO,2000,,
DOSOUTO,25 DE MAYO AV CIRCUNVALACION 1965,ROSARIO,2000,,
ESPAÐA,ESPAÐA 1795,ROSARIO,2000,-60.64953072,-32.95689887
FAGGI,ALBERDI 750,ROSARIO,2000,-60.68294793,-32.91873377
FRANZETTI,ESPAÐA 470,ROSARIO,2000,-60.64556606,-32.94112688
GIRAUDO,ESPAÐA 1372,ROSARIO,2000,-60.64830278,-32.95204498
JUAN CANALS,ESPAÐA 4496,ROSARIO,2000,-60.65731338,-32.98787879
LILJESTHROM,ARIJON AV 2757,ROSARIO,2000,-60.67554569,-33.00383254
MOSET,CORDOBA 8285,ROSARIO,2000,,
MARTINEZ,URUGUAY 110,ROSARIO,2000,,
PEREZ,ESPAÐA 5580,ROSARIO,2000,-60.65767595,-33.0020856
PILLIOD,GUATEMALA 1170,ROSARIO,2000,-60.71723313,-32.94119078
PAGANI,JUNIN 2402,ROSARIO,2000,,
ROBIN,ALBERDI 951,ROSARIO,2000,-60.68452411,-32.91678483
ROMEO,CORDOBA 7695,ROSARIO,2000,,
SCOLARI,DUARTE DE PERON EVA AV 3458,ROSARIO,2000,,
TREIDE,DORREGO MANUEL 5899,ROSARIO,2000,,
VICTORIA,ESPAÐA 620,ROSARIO,2000,-60.64599543,-32.94282356
CARATOLLI,ASURMENDI 501,ACEBAL,2109,-60.83568168,-33.24126894
VUKSICH,ASURMENDI 654,ACEBAL,2109,-60.83612491,-33.24298066
BARBERO,BV. CENTENARIO 352,ACEBAL,2109,-60.83393318,-33.23987408
MANSILLA,MA. SAN PEREYRA 603,ACEBAL,2109,,
RIOS,PTE. ROCA 371,ACEBAL,2109,,
DE CRISTOFANO,GARIBALDI 295,ALBARELLOS,2101,-60.63724265,-33.23762478
PLACENTI,BELGRANO 632,ALVAREZ,2107,-60.80305727,-33.13019972
NENCIONI,ITUZAIGO 347,ALVAREZ,2107,-60.80684719,-33.12657776
CIPRIANI,SAN MARTIN 603,ALVAREZ,2107,-60.80103546,-33.13056092
MANGIONE,PELLEGRINI 2198,ALVEAR,2126,-60.6173524,-33.05988477
PIGHIN,SAN MARTIN 2396,ALVEAR,2126,-60.62025019,-33.06015482
GAUDIO,GRAL LOPEZ 43,ARROYO SECO,2128,-60.51750221,-33.15514131
BRACCIO,H. IRIGOYEN 230,ARROYO SECO,2128,,
DELVECCHIO,HUMBERTO PRIMO 655,ARROYO SECO,2128,-60.50469447,-33.15627234
GRASSO,INT. CONSTANTINI 53,ARROYO SECO,2128,-60.50079439,-33.15714805
ARGUTTI,J. B .JUSTO 374,ARROYO SECO,2128,,
DE LUCA,LIBERTAD 231,ARROYO SECO,2128,-60.51363809,-33.15527714
TAGLIARINO,LIBERTAD 576,ARROYO SECO,2128,-60.5105735,-33.15274424
DIMAURO,MORENO 31,ARROYO SECO,2128,-60.50732528,-33.16291925
MALUCCHI,SAN MARTIN 98,ARROYO SECO,2128,-60.50594971,-33.16065152
TOGNETTI,SAN MARTIN 337,ARROYO SECO,2128,-60.50830968,-33.15863636
NIEVAS,YRIGOYEN 443 bis,ARROYO SECO,2128,-60.51922954,-33.16058794
GIUNTOLI,BELGRANO 588,CORONEL BOGADO,2103,-60.60260465,-33.31521456
DERICO,MORENO 571,CORONEL BOGADO,2103,-60.60368243,-33.31580531
DALESIO,SAN MARTIN 190,CORONEL BOGADO,2103,-60.60205535,-33.3160927
MARCELA VENTOLA,MAIPU 170,CORONEL RODOLFO S. DOMINGUEZ,2105,-60.71727837,-33.18074619
LILA,OCAMPO 1880,ROSARIO,2000,-60.65403394,-32.96450676
LIBERATORE,LAGOS OVIDIO AV 5436,ROSARIO,2000,-60.67560997,-33.00116431
LA CRUZ,RIVAROLA RODOLFO AV 7014,ROSARIO,2000,,
LA UNIVERSIDAD,SALTA AV 2801,ROSARIO,2000,-60.65971258,-32.93525742
LA INTERNACIONAL,SAN JUAN 3014,ROSARIO,2000,-60.66528619,-32.94546605
LAZARTE,SUPERI JOSE 1466,ROSARIO,2000,,
LA GUARDIA,URIBURU JOSE EVARISTO PRES AV 1462,ROSARIO,2000,,
MAZZARA,27 DE FEBRERO 3302,ROSARIO,2000,-60.67362524,-32.96229153
MEROI,ALEM LEANDRO N 1298,ROSARIO,2000,,
MILITELLO,AMENABAR 1773,ROSARIO,2000,-60.65399154,-32.9705054
MASAROTTO,ARIJON AV 2199,ROSARIO,2000,-60.66482874,-33.00350162
MORONI,PELLEGRINI CARLOS AV 1571,ROSARIO,2000,,
MENONI,AYACUCHO 1392,ROSARIO,2000,-60.6287819,-32.95578176
MAHLIER,BALCARCE 298,ROSARIO,2000,-60.650476,-32.93813495
MATTIOLI,BALCARCE 3601,ROSARIO,2000,-60.66018042,-32.97669938
MIRETTI,AVELLANEDA BV 1433,ROSARIO,2000,-60.6812447,-32.94686232
MOLEDO,RONDEAU BV 3695,ROSARIO,2000,-60.69688225,-32.88047121
MONDO,CORDOBA 977,ROSARIO,2000,-60.63641412,-32.94681437
MONTERO,DONADO BIS 714,ROSARIO,2000,-60.72773546,-32.92037002
MURO,ENTRE RIOS 845,ROSARIO,2000,-60.6410994,-32.94645266
M. A. GARCIA,GUATEMALA 1403,ROSARIO,2000,-60.71706962,-32.9447415
MASSARA,IRIONDO 2848,ROSARIO,2000,-60.67568955,-32.9648345
MIRABET,JUJUY 1598,ROSARIO,2000,-60.64306844,-32.93701014
MARIN,LA PAZ 3093,ROSARIO,2000,-60.66980946,-32.95929977
DE MICHELI,AMEGHINO 644,FIGHIERA,2126,-60.46908053,-33.19422688
FIGHIERA,MARCONI 827,FIGHIERA,2126,-60.47023645,-33.19059803
CRESTA,MORENO 803,FIGHIERA,2126,-60.46857806,-33.19528042
CARASSAI,PUYRREDON 1070,FIGHIERA,2126,-60.47014625,-33.19250699
DEL PUEBLO,SAN MARTIN 1125,FIGHIERA,2126,-60.46980483,-33.19139871
MARCUCCI,SAN MARTIN 671,FIGHIERA,2126,-60.4656544,-33.1948604
MARKS,MITRE BARTOLOME 3598,ROSARIO,2000,,
MASSARO,MONTEVIDEO 6387,ROSARIO,2000,-60.70865916,-32.94733547
MENDEZ,NECOCHEA 2945,ROSARIO,2000,-60.63051369,-32.97406984
MOLLARDO,OLIVE 1982,ROSARIO,2000,-60.69084626,-32.91318232
MURUA,LAGOS OVIDIO AV 3798,ROSARIO,2000,-60.67001272,-32.97724031
MILANI STRA,LAGOS OVIDIO AV 3298,ROSARIO,2000,-60.6685948,-32.97149535
MUSI,LAGOS OVIDIO AV 7570,ROSARIO,2000,-60.68112984,-33.02641781
MANDRILE,ROCA JULIO ARGENTINO PTE 195,ROSARIO,2000,,
MONTES,ROCA JULIO ARGENTINO PTE 901,ROSARIO,2000,,
MANISCALCO,Avenida Rivarola 7801,ROSARIO,2000,-60.7247854,-32.9662032
